OBJECTID,Name,kV,kV_Sort,Owner,Status,Circuit,Type,Legend,Length_Mile,Length_Feet,TLine_Name,Engineering_ID,Engineering_Name,Structure_Type,Structure_Material,Source,Comments,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID,Shape__Length
3432,PG&E 115kV,115,115,PG&E,Proposed,Single,OH,PG&E_115kV,2,11528.16848, , , , , ,http://www.fs.fed.us/r5/eldorado/, ,FTHONG,2011/04/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:04+00,a2f7c6fa-e875-4dbc-9b6c-a1b0e1eeb56e,4495.76936
3433,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,0,1251.751353, , , , , ,Jim Woodward, ,FTHONG,2011/05/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:04+00,f7ba0ba2-e69b-44df-ad4f-1e6925c09ac6,484.0954376
3434,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,2,11283.50803, , , , , ,Jim Woodward, ,FTHONG,2011/05/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:04+00,4498bdd5-49bd-4e3f-9c03-854c9d4c41e6,4367.495405
3435,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,0,84.19538235, , , , , ,Jim Woodward, ,FTHONG,2011/05/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:04+00,8a3fb039-e90c-48d7-9c4d-27c24f08f406,32.49870742
3436,PG&E 115kV,115,115,PG&E,Operational,Single,UG,PG&E_115kV,1,4616.144098, , , , , ,Jim Woodward, ,FTHONG,2011/05/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:04+00,d4d4edbc-2155-4102-90ec-34dad27867c1,1782.122875
3437,PG&E 115kV,115,115,PG&E,Operational,Single,UG,PG&E_115kV,0,2590.007159, , , , , ,Jim Woodward, ,FTHONG,2011/05/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:04+00,51386800-cb23-49f1-9aee-208c9a52bda1,998.962416
3438,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,6,33902.28365, , , , , ,BING, ,FTHONG,2010/07/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:04+00,b851b4a2-d546-4dc5-adbf-952a63dd7418,13048.63485
3439,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,3,14206.42089, , , , , ,Google Earth, ,JGILBREA,2011/09/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:05+00,c83f5119-0e67-46cf-948e-68e82431d184,5385.114514
3440,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,0,2142.5991, , , , , ,Google & BING, ,FTHONG,2010/11/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:05+00,4f713b1f-c0a0-41b1-a6d9-aaab94cb0759,828.4774294
3441,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,2639.317695, , , , , ,Google & BING, ,FTHONG,2010/11/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:05+00,12b1b8a2-e7fe-47e5-a903-3bd3e71f745b,1009.256507
3442,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,1331.552455, , , , , ,Google & BING, ,FTHONG,2010/11/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:05+00,7d483602-46e3-4c92-bab6-895008a75fa6,509.1866115
3443,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,2205.207198, , , , , ,Google & BING, ,FTHONG,2010/11/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:05+00,94522a57-9186-4984-b5e7-2cc7259d920d,843.1953754
3444,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,1526.204976, , , , , ,Google & BING, ,FTHONG,2010/11/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:05+00,c053dc0c-83ce-4912-af31-4a1c1fcfa6aa,583.4761842
3445,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,3,16829.26693,Carberry-Hatchet Ridge Wind, ,1,H-Frame,Wood,"Shasta County EIR, BING Aerial", ,FTHONG,2011/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:05+00,c3289105-d5ab-41d7-9468-762bced70b4d,6785.804071
3446,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,0,919.4766884,South Loop , , , , ,BING Aerial, ,FTHONG,2011/12/23 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:05+00,8fbf9599-1629-40d7-a6a0-8bc3e6346251,352.9465334
3447,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,7,38567.69987,Mc Arthur-Pit 1 Ph, ,1,Triangular Pole,Wood,"Google Earth, Exisitng TLine", ,FTHONG,2010/03/09 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,44e609fd-75fc-453a-9a80-05aebaf34d93,15587.477
3448,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,12,61487.76072,Antler-Mt. Gate Jct., ,1,H-Frame,Wood,PG&E Historical Map, ,FTHONG,2010/03/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,91e652dc-a863-4031-be36-03fbf7dd33fe,24813.31752
3449,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,3,18452.74575,Dog Creek Tap-Antler, ,1,H-Frame,Wood,PG&E Historical Map, ,FTHONG,2010/03/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,00a47e11-a0db-42c5-b059-e037e8b69a22,7449.67713
3450,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,4,18608.03994,Pit 1 Ph-Hat Creek 2, ,1,Lattice Tower,Steel,Digital Globe & ESRI, ,DWHITEHORN; FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,a5091f14-561a-4266-ae14-98ef0981ef20,7511.819189
3451,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,3,18287.86372,Pit 1 Ph-Hat Creek 2, ,1,Lattice Tower,Steel,Digital Globe; ESRI; NAIP, ,DWHITEHORN; FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,30e176e3-ff69-423a-9cd9-fb800faba691,7382.485098
3452,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,3,14797.41168,Burney-Ultra Power Tap, ,1,Post-T,Wood,PG&E Historical Map & BING BIRTH'S EYE VIEW, ,FTHONG,2010/03/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,eb31f7a8-4432-4e08-83ab-4ef1e56016a3,5971.199291
3453,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,1,5475.883755,Ultra Power Tap-Burney, ,1,Post-T,Wood,PG&E Historical Map, ,FTHONG,2010/03/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,6a786805-3537-45bc-a265-2660cb95c26a,2212.973478
3454,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,20,105176.6832,Rising River Tap-Halls Flat, ,1,Post-T,Wood,PG&E Historical Map, ,FTHONG,2010/03/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,5b55c3ba-7d0c-48e5-8ca6-8e1175fa2f74,42396.09554
3455,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,15,77525.70962,Halls Flat-Bogard, ,1,Triangular Pole,Wood,PG&E Historical Map, ,FTHONG,2010/03/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,e9355cf5-ba8f-46c7-bce8-ab66eed86aa5,31175.00633
3456,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,44,229905.2638,Carberry-Cottonwood, ,1,Lattituce Tower,Steel,Digital Globe & ESRI, ,DWHITEHORN; FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,d9cbb70b-f779-4dac-88bd-c31fce8c195a,92446.26825
3457,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,13,67732.72979,Hat Creek 2-Carberry, ,1,Lattituce Tower & H-Frame,Steel,Digital Globe; ESRI; NAIP, ,DWHITEHORN; FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,68e9c63d-1f91-44c6-8e26-6c9de61d41ab,27306.12814
3458,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,7,36392.10711,Pit 4-Round Mt. Tap, ,1,Lattice Steel,Steel,NAIP, ,FTHONG,2009/04/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,f3f11ff7-56ac-4c05-84ab-f566b4878977,14694.80321
3459,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,0,424.7710997, , , , , ,ESRI, ,FTHONG,2010/03/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,1dcc7239-3c31-4181-ba1a-1e26b8de8306,170.8340372
3460,PG&E 115kV,115,115,PG&E,Operational,Single,OH,PG&E_115kV,6,31075.8649, , , , , ,NAIP, ,FTHONG,2009/03/27 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,9cf94db1-e3aa-4ad8-bb79-c630d7af4c28,12454.15805
3461,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,3,16696.06679,Canby Tap-Benton, ,1,Triangular Pole,Wood,PG&E Historical Map, ,FTHONG,2010/03/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,d1688d0b-6626-41e1-bb9f-f473ac91461e,6697.171558
3462,PG&E 115kV,115,115,PG&E,Operational,Single,OH,PG&E_115kV,8,40516.4109,Trinity-Lewiston, ,1,Post-T,Wood,TOPO, ,FTHONG,2010/02/23 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,63ff41a9-0ef3-4ff1-99e2-7d00f0cefb5a,16279.54862
3463,PG&E 115kV,115,115,PG&E,Operational,Single,OH,PG&E_115kV,5,24322.17578,Weaverville-Douglas City, ,1,Post-T,Wood,BING Aerial, ,FTHONG,2011/03/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,17cc99b7-8349-4488-990c-e4c0c96f7e26,9789.65781
3464,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,17,89762.0665,Big Bar-Mill St., ,1,Post-T,Wood,PG&E Historical Map, ,FTHONG,2010/02/25 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,b16366c7-a5fc-4a67-af36-c5e06990abb1,36093.78607
3465,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,8,42163.36226,Ridge Cabin-Grouse Creek, ,1,Flat Pole,Wood,PG&E Historical Map, ,FTHONG,2010/02/25 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,1b0e6c2c-35ee-4122-a8f5-7b621d58a536,16939.40214
3466,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,1,4398.190417,Big Creek Tap-Hyampom, ,1,Post-T,Wood,NAIP, ,FTHONG,2009/03/27 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,6cf2111a-cab9-4e26-801e-fc249bee87b0,1769.25796
3467,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,5,28411.03326,Janes Creek-Sierra Pacific Lumber Tap, ,1,Lattice Tower & Davit Arm,Steel & Wood,PG&E Historical Map, ,FTHONG,2010/02/25 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,357ebe1d-be9a-4a9c-91cb-6f1e90176cae,11466.04803
3468,PG&E 60kV,60,60,PG&E,Operational,Double,OH,PG&E_60_70kV,10,51875.62765,Arcata Tap-Fairhaven, ,1,Lattice Tower,Steel,PG&E Historical Map, ,FTHONG,2010/02/25 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,ea9b2d84-2161-405d-a230-4171fc3300b8,20908.78621
3469,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,0,2110.093695,Lousiana Pacific-Fairhaven, ,1,Davit Arm,Steel,PG&E Historical Map, ,FTHONG,2010/02/25 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,1114dbcf-e90b-45d0-9aca-784359cc7e66,851.5774655
3470,PG&E 115kV,115,115,PG&E,Operational,Single,OH,PG&E_115kV,0,1222.23091, , , , , ,NAIP, ,FTHONG,2009/03/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,593aed0a-4f33-4bb8-913b-0272e35c5891,490.4710032
3471,PG&E 115kV,115,115,PG&E,Operational,Single,OH,PG&E_115kV,18,96598.00138,Bridgeville Tap-Low Gap, ,1,H-Frame,Steel,NAIP, ,FTHONG,2009/03/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,692df40c-bf2d-4e4c-a050-8b4b8ca8fdef,38683.46202
3472,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,5,24358.34764,Eureka E Tap-Humboldt Bay, ,1,Post-T,Steel,PG&E Historical Map, ,FTHONG,2010/02/25 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,9763e9ac-a3ae-4a24-bace-3a4542df54a5,9810.289817
3473,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,1,6063.539238,Rio Dell Tap-Carlotta, ,1,Davit Arm,Wood,PG&E Historical Map, ,FTHONG,2010/02/25 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,fb9eba0f-9b45-436f-beb6-c121cc3575da,2432.927741
3474,PG&E 34.5kV,34.5,34.5,PG&E,Operational,Single,OH,PG&E_34.5kV,1,5295.078253,Collins Pine Co.-Chester, ,1,Triangular Pole,Wood,"Google Earth, Exisitng TLine", ,FTHONG,2010/03/09 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:07+00,4ed38c42-c100-47d7-b221-398467e0283d,2114.469068
3475,PG&E 115kV,115,115,PG&E,Operational,Single,OH,PG&E_115kV,8,40471.44249, , , , , ,Jim Woodward, ,FTHONG,2012/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:07+00,831172cc-c867-4174-b2c6-e6c2cdc229f5,15178.3127
3476,PG&E 60kV,60,60,PG&E,Operational,Double,OH,PG&E_60_70kV,2,11633.01684,Gold Hill-Golflinks Tap, ,1,Suspension Pole,Steel,Digital Globe, ,FTHONG,2009/02/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:07+00,e2f18d4e-e766-4ba5-824e-91d2056765db,4542.09995
3477,PG&E 115kV,115,115,PG&E,Operational,Single,OH,PG&E_115kV,1,7218.169707,Trinity-Weaverville Tap, ,1,Post-T,Wood,BING Aerial, ,FTHONG,2011/03/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:07+00,9a79124c-16c3-47f4-a623-9c9bb8167bea,2905.836155
3478,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,273.7739587,,,,,,,,FTHONG,2013/09/17 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:10+00,87989536-1ac9-4461-b79f-032b1af4a0b2,106.1357261
3479,PG&E 115kV,115,115,PG&E,Operational,Single,OH,PG&E_115kV,0,32.27665904,,,,,Steel,Michael Nyberg,,JGILBREATH,2013/12/18 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:10+00,21497ac0-ffab-42a8-95d1-ec0ce4d01f85,12.18944267
3480,PG&E 115kV,115,115,PG&E,Operational,Single,OH,PG&E_115kV,1,2889.560698,,,,,,Municipal Service Review City of Ukiah,,FTHONG,2013/12/18 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:10+00,acdc6486-6d9b-493e-a5a7-d7f5f027fdd8,1136.029272
3481,PG&E 230kV,230,230,PG&E,Proposed,Single,OH,PG&E_230kV,26,135629.1909, , , , , ,Digital Globe, ,FTHONG,2015/09/16 11:48:17+00,SVC_AGIS_SQLADM,2016/04/25 15:29:11+00,dbea6d99-4fa5-4e98-a70e-9213bc744028,117362.6635
3482,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,14,75448.25261, , , , , ,Digital Globe, ,FTHONG,2015/09/16 11:48:17+00,SVC_AGIS_SQLADM,2016/04/25 15:29:11+00,ce4829b9-1d41-4a87-a184-fbe273038a83,28583.52682
3483,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,26,136858.3165,Milford-Beckworth, ,1,Flat Pole,Wood,BING, ,FTHONG,2010/04/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,80ff4a5f-5ef5-479a-84a8-a628399f3d96,54526.96191
3484,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,18,92685.2627, , , , , ,BING, ,FTHONG,2010/04/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,0a22ffe9-9ae0-4963-9ef5-38bdfc5caae6,36826.01
3485,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,16,83701.75262, , , , , ,BING, ,FTHONG,2010/04/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,6e478191-674f-4cdb-8579-38ba2f69d5f2,33199.38814
3486,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,1,5705.462378, , , , , ,BING, ,FTHONG,2010/04/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,85691a36-77b9-4b3e-b4db-b6e0b2677c52,2266.984714
3487,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,12,62731.90279, , , , , ,Google, ,FTHONG,2010/04/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,a4ca92d0-f699-4341-9d2b-bd1f2f6c7946,24876.66765
3488,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,4,22882.10367, , , , , ,Google, ,FTHONG,2010/04/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,4140b009-4abf-4d91-a11a-956ff79880a1,9093.095072
3489,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,13,68081.27228, , , , , ,Google, ,FTHONG,2010/04/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,bd871d89-a526-4802-b42c-733039349334,26997.87024
3490,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,6,32250.009, , , , , ,Google, ,FTHONG,2010/04/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,fe2ef324-1e04-44ef-8693-5d90b2d5ac29,12792.80542
3491,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,14,75017.37116,Edgemont-Milford, ,1,Flat Pole,Wood,"Google Earth, Exisitng TLine", ,FTHONG,2010/03/09 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:58+00,f30b24ed-f881-4cd4-a053-6479ea766002,29978.36903
3492,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,11,58058.83294,Herlong-N.N., ,1,Insulator Pole,Wood,"Google Earth, Exisitng TLine", ,FTHONG,2010/03/09 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:58+00,e3ac9e4c-46f1-411d-b3c6-9757ba60e843,23137.45184
3493,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,4,22309.02505,Patton-N.N., ,1,Insulator Pole,Wood,BING Aerial, ,FTHONG,2012/03/05 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:07+00,d41b93d7-ae7d-441c-a9de-9375fc78185c,8907.574889
3494,PLSR 60kV,60,60,PLSR,Operational,Single,OH,Other_33_92kV,33,174282.3091,,,,,,BING,,ELEVY,2012/08/23 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,205a035f-7509-4454-892e-ef523c8d95ef,69326.74472
3495,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,5,25093.06343,Moore Rd-Redding Power, ,1,Post Pole,Wood,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,a9064737-9a28-4206-931e-6bdb410a75a4,10064.19153
3496,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,1,3786.84073, , , , , ,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,bb9c4435-eeb0-404e-a948-9f29a00c6c33,1519.816816
3497,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,2,8603.975613, , , , , ,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,e20935f3-7364-405b-a7ae-7788b8853cbc,3457.98421
3498,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,5,24090.56471,Eureka Way-Texas Springs, ,1,Insulator Pole,Wood,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,168a24a0-babb-4918-b567-6092a9c661ce,9683.471408
3499,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,9,45314.33458,Beltline Tap-Eureka Way, ,1,Post-T,Wood,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,f20169bf-b97f-4ebe-b890-e94da9382ba8,18208.7725
3500,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,6,32447.56213,Beltline-College View, ,1,Post Insulator,Wood,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,8f446c96-7cad-4e72-adfe-39ba82a5e7a7,13038.98494
3501,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,4,18570.27957,College View-East Redding, ,1,Post Insulator,Wood,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,cb26f3ab-7585-46a3-868b-42db4e80c806,7471.66025
3502,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,3,13271.03382,Canby-East Redding, ,1,Post-T,Wood,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,7fea166e-66c6-4a45-b916-65e7e298b73b,5320.757331
3503,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,4,18526.06053,East Redding-Airport, ,1,Flat Pole,Wood,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,ffb2078b-c22a-4c01-9f7f-d2461f2b7287,7449.134261
3504,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,7,38165.19057,Moore Rd. Tap-Airport Rd. 1, ,1,Post-T,Wood,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,5b3635da-48ff-4204-a3bb-35f12da4afa2,15306.78455
3505,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,3,17530.80871,Waldon-Moore Rd., ,1,Triangular Pole,Wood,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,1ac5b6b4-ef76-4981-b844-c79b8bc40f40,7046.341732
3506,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,3,17505.53136,Sulphur Creek-Canby, ,1,Post-T,Wood,Digital Globe, ,FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,5d458b24-af73-4ac2-8fc6-332f10751575,7032.216195
3507,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,1,7827.264902,Sulphur Creek Tap-Oregon St, ,1,Post-T,Wood,Digital Globe, ,FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,591d1759-f8cf-4283-b6de-9929ab7b4138,3144.352089
3508,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,0,448.2303707, , , , , ,Digital Globe, ,FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,180c6e65-8163-4b70-937b-5bd4a07438cd,179.9925899
3509,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,0,148.1205811, , , , , ,Digital Globe, ,FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,66833776-92f3-4b1f-8127-84708b3e6391,59.4588918
3510,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,0,350.5020877, , , , , ,Digital Globe, ,FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,c91ddbbf-7f89-49c5-9d20-af2121e6ee8d,140.7963577
3511,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,1,4947.876813, , , , , ,Digital Globe, ,FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,fad32b22-6d2c-431d-9f2a-41d5571a4e2d,1989.199425
3512,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,2,12279.32401,Eureka Way-Oregon St., ,1,Post-T,Wood,Digital Globe, ,FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:38+00,dd18a4f6-a8b7-4186-bb33-2a1aa2a21b0b,4922.371604
3513,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,4,22013.0309,Beltline Tap-Keswick, ,1,Post-T,Wood,Digital Globe, ,FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:39+00,a29ebb98-1dd2-4a6b-b9fe-c3f71c79371b,8840.8473
3514,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,3,18475.8337,Keswick-Sulphur Creek, ,1,Flat Pole,Wood,Digital Globe, ,FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:39+00,b8bab026-fe22-4104-bdff-c497717a740c,7408.781731
3515,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,2,12979.35468,Keswick-Eurake Way, ,1,Post-T,Wood,Digital Globe, ,FTHONG,2009/04/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:39+00,9ccb0bd7-2e68-492e-9a27-7a0344267bd6,5215.491291
3516,REU 115kV,115,115,REU,Operational,Single,OH,Other_110_161kV,1,5708.849113,Moore Rd.-Redding Power Tap, ,1,Post-T,Wood,NAIP, ,FTHONG,2009/04/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:40+00,33d6fff3-2d26-4eb8-bcee-3a98d2fc7807,2290.207038
